# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 33K of event 'branch-instructions'
# Event count (approx.): 4576285169
#
# Overhead  Command  Shared Object               Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  ..........................  ..................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  test     test                          [.] std::enable_if<is_invocable_r_v<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda()#3} ()>, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>, std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> >::type std::__invoke_r<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda()#3} ()>, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&>(std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda()#3} ()>, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>&)
     0.00%  test     test                          [.] void std::condition_variable::wait<ThreadPool::Run()::{lambda()#1}>(std::unique_lock<std::mutex>&, ThreadPool::Run()::{lambda()#1})
     0.00%  test     [kernel.kallsyms]             [k] folio_wait_writeback
     0.00%  test     [kernel.kallsyms]             [k] cpupri_set
     0.00%  test     libc.so.6                     [.] _IO_fwrite
     0.00%  test     [nvme]                        [k] nvme_poll_cq
     0.00%  test     [kernel.kallsyms]             [k] mas_destroy
     0.00%  test     libtbb.so.12.12               [.] std::deque<tbb::detail::d1::task*, tbb::detail::d1::cache_aligned_allocator<tbb::detail::d1::task*> >::~deque()
     0.00%  test     [kernel.kallsyms]             [k] fpregs_assert_state_consistent
     0.00%  test     test                          [.] std::_Function_base::~_Function_base()
     0.00%  test     [kernel.kallsyms]             [k] rq_wait_inc_below
     0.00%  test     [kernel.kallsyms]             [k] futex_q_lock
     0.00%  test     [kernel.kallsyms]             [k] xas_find
     0.00%  test     [kernel.kallsyms]             [k] _find_next_bit
     0.00%  test     [kernel.kallsyms]             [k] __irqentry_text_end
     0.00%  test     test                          [.] std::packaged_task<void ()>::operator()()
     0.00%  test     test                          [.] std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda(int, int)#4} (int, int)>, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void>::operator()() const
     0.00%  test     [kernel.kallsyms]             [k] pte_offset_map_nolock
     0.00%  test     test                          [.] __gnu_cxx::__aligned_buffer<std::__future_base::_Task_state<std::_Bind<PThreadWithPool::PerformGaussianBlur(unsigned char*, unsigned char const*, int, int)::{lambda()#3} ()>, std::allocator<int>, void ()> >::_M_ptr()
     0.00%  test     [kernel.kallsyms]             [k] truncate_inode_pages_range
     0.00%  test     [kernel.kallsyms]             [k] mempool_kmalloc
     0.00%  test     [kernel.kallsyms]             [k] dget_parent
     0.00%  test     [kernel.kallsyms]             [k] native_apic_msr_eoi_write
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000007500
     0.00%  test     [nvidia]                      [k] _nv047710rm
     0.00%  test     test                          [.] std::__future_base::_State_baseV2::_M_set_result(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>, bool)
     0.00%  test     libc.so.6                     [.] _IO_file_fopen@@GLIBC_2.2.5
     0.00%  test     [kernel.kallsyms]             [k] xfd_validate_state
     0.00%  test     [nvidia]                      [k] _nv039866rm
     0.00%  test     [kernel.kallsyms]             [k] ext4_orphan_add
     0.00%  test     [kernel.kallsyms]             [k] ext4_get_group_desc
     0.00%  test     [kernel.kallsyms]             [k] rb_next
     0.00%  test     [kernel.kallsyms]             [k] apparmor_inode_setattr
     0.00%  test     [kernel.kallsyms]             [k] ksys_read
     0.00%  test     test                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
     0.00%  test     test                          [.] std::once_flag::_Prepare_execution::_Prepare_execution<std::call_once<void (std::__future_base::_State_baseV2::*)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*), std::__future_base::_State_baseV2*, std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*>(std::once_flag&, void (std::__future_base::_State_baseV2::*&&)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*), std::__future_base::_State_baseV2*&&, std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*&&, bool*&&)::{lambda()#1}>(void (std::__future_base::_State_baseV2::*&)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*))::{lambda()#1}::_FUN()
     0.00%  test     [kernel.kallsyms]             [k] __bio_split_to_limits
     0.00%  test     [kernel.kallsyms]             [k] syscall_enter_from_user_mode
     0.00%  test     [kernel.kallsyms]             [k] raw_spin_rq_unlock
     0.00%  test     [kernel.kallsyms]             [k] arch_scale_freq_tick
     0.00%  test     [kernel.kallsyms]             [k] rcu_sched_clock_irq
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000020bab
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000154c0
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f7d
     0.00%  test     [kernel.kallsyms]             [k] put_prev_entity
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000003d7b8
     0.00%  test     [kernel.kallsyms]             [k] bio_split_rw
     0.00%  test     [kernel.kallsyms]             [k] __slab_free
     0.00%  test     ld-linux-x86-64.so.2          [.] dl_open_worker_begin
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::details::getTlsStorage()
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c711
     0.00%  test     [kernel.kallsyms]             [k] __init_waitqueue_head
     0.00%  test     [kernel.kallsyms]             [k] wbt_inflight_cb
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002072d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000027212
     0.00%  test     [kernel.kallsyms]             [k] __xas_next
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000005998
     0.00%  test     [kernel.kallsyms]             [k] bio_endio
     0.00%  test     [kernel.kallsyms]             [k] gup_pte_range
     0.00%  test     [kernel.kallsyms]             [k] wb_update_bandwidth
     0.00%  test     [kernel.kallsyms]             [k] unmap_page_range
     0.00%  test     [kernel.kallsyms]             [k] page_counter_cancel
     0.00%  test     [kernel.kallsyms]             [k] update_sg_lb_stats
     0.00%  test     [kernel.kallsyms]             [k] _raw_read_unlock
     0.00%  test     [kernel.kallsyms]             [k] folio_add_lru
     0.00%  test     [kernel.kallsyms]             [k] rb_insert_color
     0.00%  test     [kernel.kallsyms]             [k] start_this_handle
     0.00%  test     [kernel.kallsyms]             [k] __es_remove_extent
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6c2
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000206c1
     0.00%  test     [kernel.kallsyms]             [k] _copy_to_iter
     0.00%  test     test                          [.] cv::_InputArray::~_InputArray()
     0.00%  test     [kernel.kallsyms]             [k] ext4_ext_index_trans_blocks
     0.00%  test     [kernel.kallsyms]             [k] add_interrupt_randomness
     0.00%  test     [kernel.kallsyms]             [k] atime_needs_update
     0.00%  test     test                          [.] std::__future_base::_Task_state<std::_Bind<PThreadWithPool::ComputeGradients(float*, unsigned char*, unsigned char const*, int, int)::{lambda()#2} ()>, std::allocator<int>, void ()>::_Impl::~_Impl()
     0.00%  test     [kernel.kallsyms]             [k] pick_next_task_rt
     0.00%  test     [kernel.kallsyms]             [k] task_hot
     0.00%  test     [kernel.kallsyms]             [k] __queue_work
     0.00%  test     test                          [.] std::__shared_ptr_access<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2, false, false>::operator->() const
     0.00%  test     [kernel.kallsyms]             [k] bvec_split_segs
     0.00%  test     libc.so.6                     [.] getenv
     0.00%  test     [kernel.kallsyms]             [k] jbd2_journal_grab_journal_head
     0.00%  test     [nvidia]                      [k] _nv039446rm
     0.00%  test     [kernel.kallsyms]             [k] ext4_mb_mark_diskspace_used
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::JpegEncoder::~JpegEncoder()
     0.00%  test     test                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const
     0.00%  test     [kernel.kallsyms]             [k] free_slab
     0.00%  test     [kernel.kallsyms]             [k] blkcg_set_ioprio
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::Mat::total() const
     0.00%  test     libopencv_imgcodecs.so.4.9.0  [.] cv::imwrite(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, cv::_InputArray const&, std::vector<int, std::allocator<int> > const&)
     0.00%  test     [kernel.kallsyms]             [k] ext4_es_can_be_merged.isra.0
     0.00%  test     [kernel.kallsyms]             [k] error_return
     0.00%  test     [kernel.kallsyms]             [k] futex_wake
     0.00%  test     [kernel.kallsyms]             [k] irqentry_exit_to_user_mode
     0.00%  test     [kernel.kallsyms]             [k] kmem_cache_alloc_lru
     0.00%  test     [kernel.kallsyms]             [k] ext4_mb_prefetch
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bed1
     0.00%  test     [kernel.kallsyms]             [k] plist_add
     0.00%  test     [kernel.kallsyms]             [k] xas_set_mark
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015533
     0.00%  test     [kernel.kallsyms]             [k] mast_fill_bnode
     0.00%  test     test                          [.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long)
     0.00%  test     [kernel.kallsyms]             [k] mb_find_buddy
     0.00%  test     [kernel.kallsyms]             [k] irq_chip_ack_parent
     0.00%  test     [kernel.kallsyms]             [k] __cond_resched
     0.00%  test     [kernel.kallsyms]             [k] xas_find_marked
     0.00%  test     [kernel.kallsyms]             [k] futex_wake_mark
     0.00%  test     [kernel.kallsyms]             [k] __blk_mq_alloc_requests
     0.00%  test     [kernel.kallsyms]             [k] blk_mq_get_tag
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000015f0c
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000206c3
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c077
     0.00%  test     [kernel.kallsyms]             [k] hrtimer_interrupt
     0.00%  test     [kernel.kallsyms]             [k] try_to_wake_up
     0.00%  test     [nvidia]                      [k] _nv024215rm
     0.00%  test     libtbb.so.12.12               [.] tbb::detail::r1::market::update_allotment()
     0.00%  test     [kernel.kallsyms]             [k] do_flush_stats
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004c6ad
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000008e01
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000020678
     0.00%  test     [kernel.kallsyms]             [k] radix_tree_node_rcu_free
     0.00%  test     [kernel.kallsyms]             [k] rcu_note_context_switch
     0.00%  test     libjpeg.so.8.2.2              [.] jpeg_mem_init
     0.00%  test     test                          [.] char* std::addressof<char>(char&)
     0.00%  test     test                          [.] std::allocator<int>::allocator(std::allocator<int> const&)
     0.00%  test     test                          [.] std::__shared_ptr<std::packaged_task<void ()>, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr()
     0.00%  test     [kernel.kallsyms]             [k] tlb_gather_mmu
     0.00%  test     libjpeg.so.8.2.2              [.] 0x00000000000206bc
     0.00%  test     [kernel.kallsyms]             [k] ext4_claim_free_clusters
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000020bb5
     0.00%  test     [kernel.kallsyms]             [k] workingset_update_node
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000017a6d
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000002061a
     0.00%  test     libjpeg.so.8.2.2              [.] 0x0000000000017a9e
     0.00%  test     libpng16.so.16.37.0           [.] free@plt
     0.00%  test     [kernel.kallsyms]             [k] add_transaction_credits
     0.00%  test     [kernel.kallsyms]             [k] __blkcg_rstat_flush.isra.0
     0.00%  test     [kernel.kallsyms]             [k] ext4_da_reserve_space
     0.00%  test     [kernel.kallsyms]             [k] shuffle_freelist
     0.00%  test     libopencv_core.so.4.9.0       [.] cv::Mat::create(cv::Size_<int>, int)@plt
     0.00%  test     libjpeg.so.8.2.2              [.] 0x000000000004bfd5
     0.00%  test     [kernel.kallsyms]             [k] filemap_alloc_folio
     0.00%  test     libstdc++.so.6.0.30           [.] operator new(unsigned long)
